rank,risk_id,cluster_id,title,risk_category,business_function,event_type,primary_asset_or_service,score_used,likelihood_used,impact_used,risk_score_baseline,risk_score_adjusted,evidence_strength,confidence,internal_signals_used,internal_outage_refs,recommended_actions_top,framework_mapping,executive_summary,impact_narrative,evidence_count,start_date,end_date,publishers,urls_sample,impact_keywords,entity_summary,cluster_summary
119,RISK-UNKNOWN-UNKNOWN-272AAEE2,CL-000012,UNKNOWN risk affects Distribution Operations,Technology,Distribution Operations,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Distribution Operations. Evidence window: 2025-02-25 to 2025-02-25 across 1 source(s). Representative sources: RFID Solutions Attract Attention for Medication Inventory Management - American Hospital Association,"UNKNOWN affecting UNKNOWN can disrupt Distribution Operations, causing operational delays and recovery complications.",1,2025-02-25,2025-02-25,American Hospital Association,https://news.google.com/rss/articles/CBMi0gFBVV95cUxNVy1CVkxIbzdrWnhDU2pfNUVZVGFJdGVpMkJyNXRBWlhkbFhqYzFjY1RjMW9jMnppcDQ2ZUpHcmlJZF85NGUyUFBHeVZCRjB6RUxLRkhBSzBtWlUtT0RUVEd5VXh1eDF0RmdHSkRHUE85M01jaVhDUFFOVkRMRFlFNEFKS1lVY1FQZXp3dVlhX0JiRlhvelRnWEs3Ni1yVHVLbGc4b3pqempBRnZaS244U05sQThoUk45X1EwNWtlcHcyYnFPbGpzaTkxZUhENERMb1E?oc=5,,,UNKNOWN affecting UNKNOWN in Distribution Operations.
120,RISK-UNKNOWN-UNKNOWN-E23A5F28,CL-000014,UNKNOWN risk affects Security Operations,Technology,Security Operations,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Security Operations. Evidence window: 2025-05-03 to 2025-05-03 across 1 source(s). Representative sources: Malicious Go Modules Deliver Disk-Wiping Linux Malware in Advanced Supply Chain Attack - The Hacker News,"UNKNOWN affecting UNKNOWN can disrupt Security Operations, causing operational delays and recovery complications.",1,2025-05-03,2025-05-03,The Hacker News,https://news.google.com/rss/articles/CBMifEFVX3lxTE0zRWpycGpiZV9xdElOZl9JSlFwNUZRakk5TWN1dEQyS0lGd0JySGwyMmh0TDVfMUNNeEhBYVZrWG1aOGE5MGJ3bmdlNVlpTGZ2dzJPWWpOSWVSOFFkemRTdEQyUDliTVN1VkZkaXFGSjBNbDFlMTBLTVo2Zzg?oc=5,,,UNKNOWN affecting UNKNOWN in Security Operations.
121,RISK-UNKNOWN-WMS-D55FE7BC,CL-000015,UNKNOWN risk affects Distribution Operations,Technology,Distribution Operations,UNKNOWN,wms,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting wms in Distribution Operations. Evidence window: 2025-05-06 to 2025-05-06 across 1 source(s). Representative sources: Why build-to-order warehouses demand smarter WMS solutions - Supply Chain Management Review,"UNKNOWN affecting wms can disrupt Distribution Operations, causing operational delays and recovery complications.",1,2025-05-06,2025-05-06,Supply Chain Management Review,https://news.google.com/rss/articles/CBMikAFBVV95cUxOTi1wNHM1NHluSUdIQkVaeVY3dTVIeWdKRU11QWdxaU9feGRrMFZFNjJCOTdnV2JZMExINWV5Rnp3RnkxTDBBakMtWTJJMGd4Wmk3YjBraE1BcFZVdkZYWm5zUFlFVkUtSVVjZVRNX1VuVndWOTBHWTY3c1N6Q3JHVkRPTjAwLU5qX2tTYV9nZTE?oc=5,,,UNKNOWN affecting wms in Distribution Operations.
122,RISK-DESTRUCTIVE_CYBER_ATTACK-SYSTEMS-EB0B09F8,CL-000016,DESTRUCTIVE_CYBER_ATTACK risk affects Security Operations,Technology,Security Operations,DESTRUCTIVE_CYBER_ATTACK,systems,6,2,3,6,,Weak,Low,False,,"Isolate affected systems, initiate clean-room recovery, validate backups for integrity, and perform forensic analysis before restoration",Cyber Resilience / Destructive Malware,Risk signal (Weak): DESTRUCTIVE_CYBER_ATTACK affecting systems in Security Operations. Evidence window: 2025-05-06 to 2025-05-06 across 1 source(s). Representative sources: Linux wiper malware hidden in malicious Go modules on GitHub - BleepingComputer,"DESTRUCTIVE_CYBER_ATTACK affecting systems can disrupt Security Operations, causing operational delays and recovery complications.",1,2025-05-06,2025-05-06,BleepingComputer,https://news.google.com/rss/articles/CBMirAFBVV95cUxOMmdtZ2pKN2VPMW1YU0pSeklrWkUyZWlWd1JnQ3RYMXJzRzNKT2VfdUVVemxDNEFvcmJ1TGtiM0xsUG5ESWYyYzlGSS1wQUJENFhNemx2OTBKR00wOW5wSTJLVHZCNnh2eXVZYmlxWTJ4ZjZwalFScjRKLVByYXFURTNtUWh0cmpVQmFYMnpiVVdMd0l6OHYzd3kyMHlBMExzQ1E3cDVWWDhYZHdU0gGyAUFVX3lxTE9sRlBiMG1DQ3JndkkwMDRmaGxyZnl2UnpQTDQxNUs0azVmbVFoRXVITFZfS2UwVlUtc3VGUmxZd3lRbDFuOVFGSGk0dmkwUUxpdWI5bzdINTlXOVlTMEJ4Zmw4WkprVTBPVHVrazNVUlpXTmRlMGNKOV90bDh4WVF0Um9IRU9RU2JwaEJmUmQyVFNkVS1sbF9UWVE0NXZRcEpfZG9QbUV5V3NGY1k2ZEQ2d2c?oc=5,,,DESTRUCTIVE_CYBER_ATTACK affecting systems in Security Operations.
123,RISK-UNKNOWN-UNKNOWN-EF4D7703,CL-000017,UNKNOWN risk affects Order Processing,Technology,Order Processing,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Order Processing. Evidence window: 2025-06-19 to 2025-06-19 across 1 source(s). Representative sources: Dundee University bosses quit after damning report into financial collapse - BBC,"UNKNOWN affecting UNKNOWN can disrupt Order Processing, causing operational delays and recovery complications.",1,2025-06-19,2025-06-19,BBC,https://news.google.com/rss/articles/CBMiXEFVX3lxTE5paTYxVWZLNkZaMS1GNDluLU1ra3VfS1dBRU1DOGV0MXdyZ2lmRV8wZjhiMjhfcTcxajFiTGNOSW02b1cyd2dSVW9sRWtHM21UcDIzU2F5NW90b3Jj?oc=5,,,UNKNOWN affecting UNKNOWN in Order Processing.
124,RISK-UNKNOWN-UNKNOWN-272AAEE2,CL-000019,UNKNOWN risk affects Distribution Operations,Technology,Distribution Operations,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Distribution Operations. Evidence window: 2025-06-23 to 2025-06-23 across 1 source(s). Representative sources: Editorials: Top 16 Warehouse Automation Trends to Know | Cyngn - A3 Association for Advancing Automation,"UNKNOWN affecting UNKNOWN can disrupt Distribution Operations, causing operational delays and recovery complications.",1,2025-06-23,2025-06-23,A3 Association for Advancing Automation,https://news.google.com/rss/articles/CBMigAFBVV95cUxQNkRZRmE4c1pYc0pBaC1ZUjI4YUwyN2FlZDNiVGJMLUdNd2RsZUF2b0M0Ml9HTXlGMUF0TnNZLXBXU2NSV0t1cWpJWE9DLW4zc29lZ25fZ1dGb2RSX1EtaUd4NVhUYkZsM0VHdW51VTVVd2Q0ZjFmeWdKNi1FNDBwNA?oc=5,,,UNKNOWN affecting UNKNOWN in Distribution Operations.
125,RISK-UNKNOWN-UNKNOWN-0C458AC6,CL-000022,UNKNOWN risk affects Compliance & Governance,Technology,Compliance & Governance,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Compliance & Governance. Evidence window: 2025-07-24 to 2025-07-24 across 1 source(s). Representative sources: US National AI Policy: Practical Implications for U.S. Supply Chains - Logistics Viewpoints,"UNKNOWN affecting UNKNOWN can disrupt Compliance & Governance, causing operational delays and recovery complications.",1,2025-07-24,2025-07-24,Logistics Viewpoints,https://news.google.com/rss/articles/CBMirwFBVV95cUxNOXpfT0tPa2FDWi13c1ZoMmxEVTdmVEtGb2hXcjZrTlVUbmV5ZHlpWUtGRml0ZHV3bjFHRTlBV3FHVzdCb0RvVXVkUjQ1QWJfM0trd1FzU2FqLUQ2YmFKUXpYXzlOaGNDY3RIVzlYUlBEdmJzSWRHenlfeTRkeWVhUVlUMGJNXzVzNkNHeHVqUkRySWd4ZzJWQ0R6Qy1zclp5Q0F1X2cwY0RCc3FSVWhZ?oc=5,,,UNKNOWN affecting UNKNOWN in Compliance & Governance.
126,RISK-UNKNOWN-UNKNOWN-0C458AC6,CL-000026,UNKNOWN risk affects Compliance & Governance,Technology,Compliance & Governance,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Compliance & Governance. Evidence window: 2025-08-05 to 2025-08-05 across 1 source(s). Representative sources: Windows 10 End-of-Life: What It Means for HIPAA Compliance and Patient Data Security - HIT Consultant,"UNKNOWN affecting UNKNOWN can disrupt Compliance & Governance, causing operational delays and recovery complications.",1,2025-08-05,2025-08-05,HIT Consultant,https://news.google.com/rss/articles/CBMimwFBVV95cUxNTFJGMU1ETHZnUUVhdnNZQi1wRGw3WlZmTzlxUERtUE5WUzJ3bWFla2xSRnpsNGVLaWszbm9Eb2w2N0ZjS1hlQjE5MUQ0WjNFVGRjREJpWm1MTzhYQ2F0STBFTXFTUE5rMHJDNjhfbDdwRzA4M0w3Y1ZrX2c2WmJfYkwtbFNFNHZpcElkeTktTHRyTFRLd1JLa0F1RQ?oc=5,,,UNKNOWN affecting UNKNOWN in Compliance & Governance.
127,RISK-UNKNOWN-NETWORK-7CFD7EC8,CL-000028,UNKNOWN risk affects Network Infrastructure,Technology,Network Infrastructure,UNKNOWN,network,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting network in Network Infrastructure. Evidence window: 2025-08-20 to 2025-08-20 across 1 source(s). Representative sources: State network begins to come back online after second day of failures - South Dakota Searchlight,"UNKNOWN affecting network can disrupt Network Infrastructure, causing operational delays and recovery complications.",1,2025-08-20,2025-08-20,South Dakota Searchlight,https://news.google.com/rss/articles/CBMiwwFBVV95cUxONmQwTWdCUGdadTMwSnFmX0s3WDgwUmxHWjNlRElPQ3hwVnBhMVhXSXNINXVRdXBxU2JzV1Zscnh3OTBBY0puOUR5ZUNPSlJCOVFOQ0VQUF9wSzlfamFXRE9iUmxlcEs5Nkc4Y0Rqcm5DSjdpZnFTU25meTVYeXhxanV1VVBKRDVJUmlmM1RPQTRaT19XU0E3ZVp6Y0ExaFotODlLT2p3YUJMUEdoSEd6cmRIck1MV1BzcVFiT1FTa0NRSGM?oc=5,,,UNKNOWN affecting network in Network Infrastructure.
128,RISK-UNKNOWN-UNKNOWN-460FD0FC,CL-000031,UNKNOWN risk affects Cybersecurity,Technology,Cybersecurity,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Cybersecurity. Evidence window: 2025-08-30 to 2025-08-30 across 1 source(s). Representative sources: Confronting Cyber Threats in Logistics Networks - Supply & Demand Chain Executive,"UNKNOWN affecting UNKNOWN can disrupt Cybersecurity, causing operational delays and recovery complications.",1,2025-08-30,2025-08-30,Supply & Demand Chain Executive,https://news.google.com/rss/articles/CBMi1AFBVV95cUxQUTM4aDl0VXZkRVl4Tzd2TmxlajJXbDBzQWZxMXkwa0tYWGdPd1Vrb3BtdjhaQzBzdmpNS0lsek1vZFJMSkVZUElZbzNDaWNhTV9iYXhOdVFpVVNFNnB0MkVkM2tsVTBBZU9UdlVYTWN2RTJLTjgxTDUtZE12a3J0SU9WU0NLTFdEOTFHYzMzbVF4c0xiX3dqbjZqdDdpSF9IdlkyWF9BMVZ1MDNoVVlYYlZVV1VDbE9QU1RBUnNoeVlPSS1rZWtGY2NadDNVeEJQV3FTTQ?oc=5,,,UNKNOWN affecting UNKNOWN in Cybersecurity.
129,RISK-UNKNOWN-UNKNOWN-29DBC6B7,CL-000032,UNKNOWN risk affects IT Operations,Technology,IT Operations,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in IT Operations. Evidence window: 2025-09-05 to 2025-09-05 across 1 source(s). Representative sources: Jaguar Land Rover staff to stay at home after cyber attack - BBC,"UNKNOWN affecting UNKNOWN can disrupt IT Operations, causing operational delays and recovery complications.",1,2025-09-05,2025-09-05,BBC,https://news.google.com/rss/articles/CBMiWkFVX3lxTE5WVjZXekNjWk5mSHlkakxwbFZWTG5melBaVGotRjdEQ1Vhc0Z1MmFkb0F2eWYyRzhHeXVxV1VzNGRVbTlLVlNwN1BxZ3dOVGtaOTZLNXc0UUhDQQ?oc=5,,,UNKNOWN affecting UNKNOWN in IT Operations.
130,RISK-CYBER_OPERATIONAL_DISRUPTION-UNKNOWN-29F36C0D,CL-000033,CYBER_OPERATIONAL_DISRUPTION risk affects IT Operations,Technology,IT Operations,CYBER_OPERATIONAL_DISRUPTION,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN in IT Operations. Evidence window: 2025-09-07 to 2025-09-07 across 1 source(s). Representative sources: Disruption to Jaguar Land Rover after cyber-attack may last until October - The Guardian,"CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN can disrupt IT Operations, causing operational delays and recovery complications.",1,2025-09-07,2025-09-07,The Guardian,https://news.google.com/rss/articles/CBMivwFBVV95cUxOWFhDWDJtMkwxdXVnLWxVazlKdnp4LWRpOGE3Wl9aR2Y0cGhzckpvN05Edm4zbnhDdmhVX3NrTnkwenh0aEhwUUFkaUZGbllQUG04aWpUVzRmT1Zod09PNjVxNXpkSWtWOXVER05DZGRiS0JKY2FiRzBtbVptZTlRbEdJUlJndjUyaGFNeG1PRC1IWDFpUEJCNVRjVVc1TXhMa093emNBZU9LSmxrazNQcl9VMm9SOHFlWWg3dDVQRQ?oc=5,disruption,,CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN in IT Operations.
131,RISK-UNKNOWN-UNKNOWN-272AAEE2,CL-000034,UNKNOWN risk affects Distribution Operations,Technology,Distribution Operations,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Distribution Operations. Evidence window: 2025-09-17 to 2025-09-17 across 1 source(s). Representative sources: DKSH Modernises Distribution Operations with Major Technology Upgrade - Nation Thailand,"UNKNOWN affecting UNKNOWN can disrupt Distribution Operations, causing operational delays and recovery complications.",1,2025-09-17,2025-09-17,Nation Thailand,https://news.google.com/rss/articles/CBMiakFVX3lxTE8xdG00bDFZRllWWGNMWWppeUY3aGlXeXo3bUEtQ1VZNEJtMmFON3JpNFhUS19oU2NiTUUxTWNSU1dRakFhczNrS2JGWGlWbldTekZvcms4dkdGaFNkZjd3NFdPTi0yaEplV1E?oc=5,,,UNKNOWN affecting UNKNOWN in Distribution Operations.
132,RISK-CYBER_OPERATIONAL_DISRUPTION-UNKNOWN-29F36C0D,CL-000037,CYBER_OPERATIONAL_DISRUPTION risk affects IT Operations,Technology,IT Operations,CYBER_OPERATIONAL_DISRUPTION,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,"Risk signal (Weak): CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN in IT Operations. Evidence window: 2025-09-20 to 2025-09-20 across 1 source(s). Representative sources: European airports snarled by cyberattack, disruption to stretch into Sunday - Reuters","CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN can disrupt IT Operations, causing operational delays and recovery complications.",1,2025-09-20,2025-09-20,Reuters,https://news.google.com/rss/articles/CBMipAFBVV95cUxOcUZzRDNUeDM4ZXhqUnlwbTlJaS1TUXhyM1A1ajVlNmZGdG40Y2daNGFSMHBSUTBGR2huZ3VrcC1hQ0E0aF9SVXhpS2FSTTUwVjhXYTNaY1ZxV0VqVjR1bjdmVW53SS14WUx3dzNfZ1FNNHRWa0wwa1g3bFNhYWE2Vl8wVzlic0hYcFhpWkJzVGxsOUhobm9fYl9kaG1aNFBKU2FINA?oc=5,disruption,,CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN in IT Operations.
133,RISK-UNKNOWN-UNKNOWN-29DBC6B7,CL-000038,UNKNOWN risk affects IT Operations,Technology,IT Operations,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,"Risk signal (Weak): UNKNOWN affecting UNKNOWN in IT Operations. Evidence window: 2025-09-20 to 2025-09-20 across 1 source(s). Representative sources: Passengers stranded at Heathrow, other European airports after cyberattack - NBC News","UNKNOWN affecting UNKNOWN can disrupt IT Operations, causing operational delays and recovery complications.",1,2025-09-20,2025-09-20,NBC News,https://news.google.com/rss/articles/CBMipAFBVV95cUxPNlNvSXpzWW55X3N2bUlYM1BmTjVYTDBzeW9qay1DSHQ5TjM4aHhWendlT2lTd25GdjNzUUdCV2xLLTVPWkwzUGQtNFpaT3pweEs4bV9KbDB0YTVXemd6RFZWYW1iZ0gtZmhXdHU2dzZOWEZsa01uWGRMYXZHUWxWRkVlcGtlY3VZc3E2ZmlLS3dlTU1lYjJhOFVFYTlDUGgybWJPZQ?oc=5,,,UNKNOWN affecting UNKNOWN in IT Operations.
134,RISK-UNKNOWN-UNKNOWN-460FD0FC,CL-000039,UNKNOWN risk affects Cybersecurity,Technology,Cybersecurity,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Cybersecurity. Evidence window: 2025-09-29 to 2025-09-29 across 1 source(s). Representative sources: 25 Recent Cyber Attacks That Serve as a Wake-Up Call for Businesses - Security Boulevard,"UNKNOWN affecting UNKNOWN can disrupt Cybersecurity, causing operational delays and recovery complications.",1,2025-09-29,2025-09-29,Security Boulevard,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPNDdIMU5aVVM1cmk4eEZSMUZuelZManRJZnEyOXVwUzg0bkhSVDZidS1IMmhZNFhIeE5jRDFzZ0RqRmhiZU5Sa0prQ1hWVzNlWmVWSGw2TE5TbEsyd19GSmNJNzVyRU1xQ01XTjhHZ01Uam84cUxGc3RFZkpkcmw3azkyeVB0NllJUzFqWUtuTXNkWExKczVhQzhicW53ZVFZSkZRcjE4WHRQdw?oc=5,,,UNKNOWN affecting UNKNOWN in Cybersecurity.
135,RISK-CYBER_OPERATIONAL_DISRUPTION-UNKNOWN-29F36C0D,CL-000040,CYBER_OPERATIONAL_DISRUPTION risk affects IT Operations,Technology,IT Operations,CYBER_OPERATIONAL_DISRUPTION,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN in IT Operations. Evidence window: 2025-10-01 to 2025-10-01 across 1 source(s). Representative sources: Brewer Asahi suspends domestic operations after cyberattack disrupts ordering and shipping - Industrial Cyber,"CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN can disrupt IT Operations, causing operational delays and recovery complications.",1,2025-10-01,2025-10-01,Industrial Cyber,https://news.google.com/rss/articles/CBMizAFBVV95cUxPYTlyNmVLaW52My0tMG9Lc0ZCcHVOZ2dyREtwS2RXdHI5NHJQbF82eDNhRnFpWlNSM3VVN0F6SWh1dWtzQ1pCamdCZVRGQXJUM3lkb1BXcHFXR21Wem5YZGRjbzBkcS1KNS0tN0F3MjhlTUdTend3S3hBRUQ4Y1BUTHhxN05OZ29mWmsyaUNMQ2U0RGgyZGVzLVBQTHN3dkQwcDRtTHpGVWwwd0cyNUlRTDZweU1sb2U3aXM0SXNwSl9JZlJ0ZHh3bjBodk4?oc=5,,,CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN in IT Operations.
136,RISK-UNKNOWN-UNKNOWN-29DBC6B7,CL-000042,UNKNOWN risk affects IT Operations,Technology,IT Operations,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,"Risk signal (Weak): UNKNOWN affecting UNKNOWN in IT Operations. Evidence window: 2025-10-03 to 2025-10-03 across 1 source(s). Representative sources: Cyberattack halts Asahi production, disrupts Japan’s beer supply - TradingView","UNKNOWN affecting UNKNOWN can disrupt IT Operations, causing operational delays and recovery complications.",1,2025-10-03,2025-10-03,TradingView,https://news.google.com/rss/articles/CBMivAFBVV95cUxQcnAyZmpUR0FOR2NFcHB3bkJjdUF2UVdfOHJHaXR6bzE1dXYyR3hCVlZsUURJMUV2UlQ0UUk1WXVMbHctZldLcDJOdGN3NnNLRks4UXd1NjZhVS1JUm9hUlA1bm5kdzg4U05DZ0RJZXRib19xM2Z0WGV3bkpVY2NwbmJLc2VuX1EzbG1HQUdKRldqUVNmdHhzRldtaWRRZ1BwUGdKYVYxVC1RZ0dmZ0JCeklNQTJ3WXBhb0lYNA?oc=5,,,UNKNOWN affecting UNKNOWN in IT Operations.
137,RISK-UNKNOWN-WMS-D55FE7BC,CL-000043,UNKNOWN risk affects Distribution Operations,Technology,Distribution Operations,UNKNOWN,wms,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,"Risk signal (Weak): UNKNOWN affecting wms in Distribution Operations. Evidence window: 2025-10-08 to 2025-10-08 across 1 source(s). Representative sources: CEVA Logistics adds Manhattan WMS, OMS to global warehouse innovation initiative - Cargo Airports & Airline Services","UNKNOWN affecting wms can disrupt Distribution Operations, causing operational delays and recovery complications.",1,2025-10-08,2025-10-08,Cargo Airports & Airline Services,https://news.google.com/rss/articles/CBMiogFBVV95cUxNOXBVREcxaDdVeUR3ZXFKd2dJdlRDRUV0d25uQjAta21Ba2RNYlF1ZnA0eXQ1RnJpZEVaOU1qQ3ExUEx2anVQQnZEM3J3QURGdlNWR18zdjlyVFN1UEpoTkdpUTVBWjlKQlVyQm13VTZqRnR1RXpFdHl3bmZhVXVLbWU2cE9UWE9jeGs0cG1OMTJPa1BjbHg1VS1UcmNSNW4zSHc?oc=5,,,UNKNOWN affecting wms in Distribution Operations.
138,RISK-UNKNOWN-NETWORK-7CFD7EC8,CL-000047,UNKNOWN risk affects Network Infrastructure,Technology,Network Infrastructure,UNKNOWN,network,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting network in Network Infrastructure. Evidence window: 2025-10-08 to 2025-10-08 across 1 source(s). Representative sources: Cisco has its own take on how to ‘scale across’ - Fierce Network,"UNKNOWN affecting network can disrupt Network Infrastructure, causing operational delays and recovery complications.",1,2025-10-08,2025-10-08,Fierce Network,https://news.google.com/rss/articles/CBMiggFBVV95cUxOZE5uSGMxLXg3Z1ZlTnp3bk9reW1VNUJxci1xM0RES1A0T01CYUZ6NjJsNE1BakNVNWdMa1lGaXdMVEZjX2NvWXQyYzR5LUI0WDJqQzM1d3IxQVZhMVZjVnQyd2x2b1QzMVBDLWlrbjhfZDlJQ3hQRmU2ODBUdl9lQU1B?oc=5,,,UNKNOWN affecting network in Network Infrastructure.
139,RISK-UNKNOWN-UNKNOWN-460FD0FC,CL-000058,UNKNOWN risk affects Cybersecurity,Technology,Cybersecurity,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Cybersecurity. Evidence window: 2025-10-20 to 2025-10-20 across 1 source(s). Representative sources: Are Cybercriminals Targeting Transport and Supply Chains? - Cyber Magazine,"UNKNOWN affecting UNKNOWN can disrupt Cybersecurity, causing operational delays and recovery complications.",1,2025-10-20,2025-10-20,Cyber Magazine,https://news.google.com/rss/articles/CBMiggFBVV95cUxNVVJFRG1RclQyT2ZPV3RvaktXUGpQRTFwaHFYeGplRF9ZVjdQejdrNzc1MDFjMXJUdS1LYTg4OFk3cUYzZ0c5TUhoMXZ1SG5qdldlcllaV0J5V2JpRy0xMTQ5SVRCWFdnSmtMcHhDdVNhNl9EYmNqY0hOX3QzSzdQT1B3?oc=5,,,UNKNOWN affecting UNKNOWN in Cybersecurity.
140,RISK-UNKNOWN-UNKNOWN-460FD0FC,CL-000059,UNKNOWN risk affects Cybersecurity,Technology,Cybersecurity,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Cybersecurity. Evidence window: 2025-10-20 to 2025-10-20 across 1 source(s). Representative sources: Microsoft: The Cyber Dangers for Manufacturers and Suppliers - Manufacturing Digital,"UNKNOWN affecting UNKNOWN can disrupt Cybersecurity, causing operational delays and recovery complications.",1,2025-10-20,2025-10-20,Manufacturing Digital,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQbU5lRWYwcV81ZmktRXc4T1lQMDVyODVUbzdlTUpmMXVCenQ2NHhDZVdLRmZqWVpJYzdITTZINTRZNXhTR2dkTGFFd1ByN1oxd0tNeEhaZ2dCOWdSMkxnZmF6bm82QjlLQ2s3b2tjUzRZVkZpSGtyYkZub0Rqb2pvZEw0NldFS0V6RGZN?oc=5,,,UNKNOWN affecting UNKNOWN in Cybersecurity.
141,RISK-CYBER_OPERATIONAL_DISRUPTION-UNKNOWN-29F36C0D,CL-000066,CYBER_OPERATIONAL_DISRUPTION risk affects IT Operations,Technology,IT Operations,CYBER_OPERATIONAL_DISRUPTION,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN in IT Operations. Evidence window: 2025-10-21 to 2025-10-21 across 1 source(s). Representative sources: Massachusetts Hospitals Experiencing Disruption Due to Cyberattack - The HIPAA Journal,"CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN can disrupt IT Operations, causing operational delays and recovery complications.",1,2025-10-21,2025-10-21,The HIPAA Journal,https://news.google.com/rss/articles/CBMic0FVX3lxTE9FVEFFbGs4R3BpeFNfeDBka0MxSkN6c2xXU0taaFRPcWpldEhrQzhzMUJPbjNVa1JoN1JEQnJ3Y29EN0UxVW9YZkYxTVN0eWlOS3FWWlVKc0lKMXJOSzk3UUJIZHF4U25OQUFYNVlPNC0tN1U?oc=5,disruption,,CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN in IT Operations.
